,BHK,SQUARE_FT,Target,State
3132,2,1147.916667,55.1,karnataka
3133,2,1095.305832,53.9,Maharashtra
3134,3,1857.142857,130.0,karnataka
3135,3,1169.009256,68.2,karnataka
3136,1,580.0,37.7,Tamil Nadu
3137,2,1134.215501,54.0,karnataka
3138,2,624.0249610000001,32.0,Tamil Nadu
3139,2,1304.996271,70.0,karnataka
3140,3,1054.347826,48.5,West Bengal
3141,3,1220.232238,62.0,Tamil Nadu
3142,3,1298.113208,86.0,Tamil Nadu
3143,3,1232.107266,68.0,West Bengal
3144,2,1063.100137,62.0,Tamil Nadu
3145,3,940.0102547,55.0,West Bengal
3146,1,585.0234009,30.0,Tamil Nadu
3147,2,1285.092922,65.0,West Bengal
3148,2,1225.00704,87.0,karnataka
3149,3,1560.874089,90.0,karnataka
3150,3,1700.0,85.0,karnataka
3151,3,144347.8261,8300.0,Tamil Nadu
3152,2,1200.056473,85.0,Maharashtra
3153,2,1100.0,66.0,Maharashtra
3154,3,1688.001125,120.0,Maharashtra
3155,3,1009.003415,65.0,Tamil Nadu
3156,2,2200.0,110.0,Maharashtra
3157,3,1315.23569,62.5,karnataka
3158,2,1044.069802,70.6,Maharashtra
3159,3,1356.521739,62.4,Tamil Nadu
3160,2,895.2380952,47.0,Tamil Nadu
3161,2,870.5882353000001,40.7,Tamil Nadu
3162,2,969.2966798,54.3,karnataka
3163,2,928.0032633,45.5,West Bengal
3164,2,1307.070707,64.7,karnataka
3165,1,418.3673469,20.5,West Bengal
3166,1,664.9892164,37.0,Maharashtra
3167,2,1080.084299,61.5,Maharashtra
3168,2,1175.194359,65.0,karnataka
3169,3,1500.0,78.0,karnataka
3170,1,620.0676437000001,33.0,Tamil Nadu
3171,2,795.0,47.7,Tamil Nadu
3172,2,999.6775234,62.0,Maharashtra
3173,3,1314.084768,71.0,West Bengal
3174,2,928.0263972,45.0,West Bengal
3175,3,1483.244827,81.0,karnataka
3176,4,2600.028889,180.0,West Bengal
3177,1,722.0216606,44.0,karnataka
3178,2,927.1145343,65.0,karnataka
3179,3,1326.203209,62.0,karnataka
3180,3,1717.259324,99.0,karnataka
3181,2,1220.025242,58.0,karnataka
3182,1,594.0594058999999,34.8,Maharashtra
3183,2,1276.935355,80.0,karnataka
3184,3,1650.302904,79.0,karnataka
3185,2,728.073146,43.0,Tamil Nadu
3186,2,1270.186899,70.0,Maharashtra
3187,3,1500.0,96.0,Maharashtra
3188,3,2220.324509,130.0,karnataka
3189,3,1141.064042,80.0,West Bengal
3190,2,969.8825932,57.0,karnataka
3191,2,1193.800614,85.5,karnataka
3192,3,1457.0887369999998,100.0,karnataka
3193,2,900.090009,60.0,Maharashtra
3194,3,1777.514442,120.0,karnataka
3195,3,1421.666193,100.0,Maharashtra
3196,1,550.0982318,28.0,Maharashtra
3197,2,1375.205255,67.0,Maharashtra
3198,2,1493.295408,73.5,karnataka
3199,2,956.0229446,65.0,Tamil Nadu
3200,4,2500.0,160.0,karnataka
3201,3,1356.238698,75.0,karnataka
3202,2,1080.159181,57.0,West Bengal
3203,3,1510.366607,110.0,Maharashtra
3204,2,890.0316456,45.0,West Bengal
3205,2,1100.063465,52.0,karnataka
3206,2,1045.19774,51.8,Maharashtra
3207,2,1215.932914,87.0,karnataka
3208,3,1710.051302,90.0,karnataka
3209,1,653.4401165,35.9,Maharashtra
3210,2,966.0826234,60.1,Maharashtra
3211,2,1164.483261,64.0,karnataka
3212,2,784.0062721,40.0,Maharashtra
3213,3,1764.2341620000002,110.0,karnataka
3214,3,1400.0,78.4,karnataka
3215,3,1657.0008289999998,120.0,Tamil Nadu
3216,3,1100.016923,65.0,West Bengal
3217,2,850.0188893,45.0,Maharashtra
3218,2,1093.038386,67.2,Maharashtra
3219,3,1200.0,60.0,karnataka
3220,2,1289.785729,62.0,karnataka
3221,3,1373.074347,82.0,karnataka
3222,2,850.1594049,40.0,Maharashtra
3223,3,1520.213832,91.0,karnataka
3224,2,810.0,40.5,Tamil Nadu
3225,3,1564.102564,79.3,karnataka
3226,3,1300.0,65.0,West Bengal
3227,2,1400.037334,75.0,Maharashtra
3228,3,1587.989028,110.0,karnataka
3229,2,1100.0,55.0,West Bengal
3230,2,1303.1648289999998,91.0,karnataka
3231,3,1767.3521850000002,110.0,karnataka
3232,2,960.1024109,45.0,karnataka
3233,2,1250.0,70.0,West Bengal
3234,2,710.1011894,40.0,karnataka
3235,2,950.0707499,47.0,karnataka
3236,3,1368.25645,70.0,West Bengal
3237,3,1079.988449,74.8,West Bengal
3238,3,1038.333333,62.3,Tamil Nadu
3239,2,1216.117216,83.0,karnataka
3240,2,1044.069802,70.6,Maharashtra
3241,3,1133.040936,62.0,Tamil Nadu
3242,2,780.1161103,43.0,Tamil Nadu
3243,3,1500.0,84.0,karnataka
3244,2,554.9343025000001,39.7,karnataka
3245,3,1600.0,92.0,karnataka
3246,2,1404.030393,85.0,West Bengal
3247,2,950.0777336,55.0,karnataka
3248,2,1149.831948,65.0,West Bengal
3249,2,909.0909091,54.0,Maharashtra
3250,2,935.0561034,55.0,karnataka
3251,5,12067.57844,750.0,karnataka
3252,3,1820.250284,96.0,karnataka
3253,3,1600.0,90.0,karnataka
3254,3,1630.837658,110.0,Maharashtra
3255,2,1117.775354,61.5,Tamil Nadu
3256,2,667.7713339,40.3,karnataka
3257,2,1365.187713,84.0,karnataka
3258,2,814.995925,50.0,Maharashtra
3259,3,1520.0,76.0,karnataka
3260,2,1229.230769,79.9,karnataka
3261,3,850.0,51.0,karnataka
3262,3,1614.086574,110.0,karnataka
3263,2,1050.0,73.5,Maharashtra
3264,2,1116.990006,57.0,karnataka
3265,3,1750.0,84.0,karnataka
3266,3,1600.0,94.0,karnataka
3267,2,1120.1236,58.0,karnataka
3268,3,1745.200698,120.0,karnataka
3269,3,1565.020975,97.0,karnataka
3270,1,448.4792055,28.9,Maharashtra
3271,2,1096.9286,55.0,Maharashtra
3272,2,849.7167611,51.0,Tamil Nadu
3273,3,1600.224593,85.5,karnataka
3274,2,1157.201353,65.0,karnataka
3275,3,1460.248783,81.0,karnataka
3276,2,1003.11311,58.0,Maharashtra
3277,3,1503.358356,76.1,karnataka
3278,2,1050.052503,60.0,Tamil Nadu
3279,3,919.9632015,60.0,Maharashtra
3280,4,3301.237964,240.0,karnataka
3281,1,451.0571652,28.8,Maharashtra
3282,3,1756.2533260000002,99.0,karnataka
3283,2,930.0883583999998,60.0,Maharashtra
3284,1,634.8914244,34.5,Maharashtra
3285,3,1390.076989,65.0,karnataka
3286,2,831.0249307,45.0,West Bengal
3287,3,3011.514615,170.0,Maharashtra
3288,2,997.1236817,52.0,West Bengal
3289,2,1040.897682,70.5,karnataka
3290,1,442.0215117,30.0,Maharashtra
3291,1,615.0857883,38.0,Maharashtra
3292,3,1400.124456,90.0,karnataka
3293,2,1080.190406,59.0,Maharashtra
3294,2,1058.112193,63.0,karnataka
3295,2,1103.117506,69.0,karnataka
3296,2,1120.029867,60.0,karnataka
3297,2,1203.877423,77.0,Maharashtra
3298,2,1023.12257,50.0,Maharashtra
3299,2,1206.175619,75.0,West Bengal
3300,2,1060.035665,53.5,Maharashtra
3301,3,1839.275608,130.0,karnataka
3302,3,1555.067691,85.0,karnataka
3303,3,1620.17705,97.0,Maharashtra
3304,2,1174.1682970000002,60.0,karnataka
3305,2,769.6536559,42.0,Maharashtra
3306,3,2206.531333,150.0,karnataka
3307,2,752.7272727000001,41.4,Tamil Nadu
3308,2,990.0990099,58.0,Tamil Nadu
3309,2,1245.108502,70.0,karnataka
3310,3,1365.187713,80.0,West Bengal
3311,2,1063.0434779999998,48.9,karnataka
3312,3,1599.862377,93.0,karnataka
3313,2,1032.608696,47.5,Tamil Nadu
3314,3,1319.565217,60.7,karnataka
3315,2,1175.0069119999998,85.0,Maharashtra
3316,2,1014.492754,49.7,Tamil Nadu
3317,1,648.0077209,47.0,karnataka
3318,1,640.0310318,33.0,Maharashtra
3319,2,828.0127694,41.5,Tamil Nadu
3320,2,730.0481168,44.0,Tamil Nadu
3321,2,1027.115859,50.0,Maharashtra
3322,1,658.0343876000001,31.0,Maharashtra
3323,2,950.0,47.5,Tamil Nadu
3324,3,1628.900446,87.7,karnataka
3325,2,1210.153483,82.0,karnataka
3326,3,1569.055211,93.5,karnataka
3327,3,1564.0084960000002,81.0,Tamil Nadu
3328,2,1060.0706710000002,75.0,Maharashtra
3329,3,1441.137937,77.0,karnataka
3330,2,736.0861759,41.0,West Bengal
3331,1,695.0122649,34.0,Maharashtra
3332,2,1143.074871,60.0,karnataka
3333,2,1078.122408,65.0,Maharashtra
3334,2,1015.821647,56.5,karnataka
3335,2,1705.902422,100.0,Tamil Nadu
3336,1,690.0690069,46.0,Maharashtra
3337,2,1100.076394,72.0,karnataka
3338,2,1240.0,62.0,karnataka
3339,3,1385.037085,85.9,karnataka
3340,2,1045.652174,48.1,karnataka
3341,3,1220.0,61.0,Tamil Nadu
3342,2,991.0425005,52.0,Maharashtra
3343,2,808.9607965,39.0,West Bengal
3344,2,1170.091324,82.0,Maharashtra
3345,3,1684.098564,95.0,karnataka
3346,2,974.3589744,45.6,Tamil Nadu
3347,2,1000.0,68.0,Tamil Nadu
3348,3,1050.128789,53.0,Tamil Nadu
3349,2,1155.9064,82.0,West Bengal
3350,3,1560.549313,100.0,karnataka
3351,3,1600.150602,85.0,karnataka
3352,2,1128.7449390000002,69.7,Maharashtra
3353,3,1250.0,63.0,Maharashtra
3354,2,1090.1162789999998,60.0,karnataka
3355,2,1057.082452,50.0,karnataka
3356,2,813.9314783,43.0,karnataka
3357,2,1220.008133,60.0,karnataka
3358,2,1215.848949,85.0,karnataka
3359,2,800.0,40.0,West Bengal
3360,3,1789.976134,120.0,karnataka
3361,3,1995.72345,140.0,karnataka
3362,2,1124.615385,73.1,Tamil Nadu
3363,2,1179.142801,59.7,karnataka
3364,2,870.0380642000001,48.0,Maharashtra
3365,3,1567.270507,77.0,Tamil Nadu
3366,2,1047.549378,71.6,karnataka
3367,2,1088.582677,55.3,West Bengal
3368,2,971.0832974,45.0,karnataka
3369,3,1376.2321,74.0,karnataka
3370,1,800.0,39.4,Maharashtra
3371,3,1521.7391300000002,70.0,West Bengal
3372,2,1000.0,70.0,Maharashtra
3373,3,1331.14515,73.0,West Bengal
3374,2,1120.162933,66.0,Maharashtra
3375,2,525.0342414,34.5,Maharashtra
3376,3,1565.1901710000002,100.0,karnataka
3377,3,1680.107527,100.0,karnataka
3378,1,620.0177147999999,42.0,Maharashtra
3379,1,578.0346821,38.0,Tamil Nadu
3380,3,1215.066829,60.0,karnataka
3381,2,1047.692308,68.1,karnataka
3382,2,1044.138586,66.0,karnataka
3383,2,1240.111182,58.0,karnataka
3384,3,1488.095238,90.0,karnataka
3385,2,1220.008133,60.0,karnataka
3386,3,2127.013066,140.0,karnataka
3387,2,1079.913607,60.0,karnataka
3388,1,646.9662528,37.0,Maharashtra
3389,2,875.0994431,44.0,karnataka
3390,1,500.0,33.2,Maharashtra
3391,2,1011.972634,71.0,karnataka
3392,3,1638.259143,99.0,karnataka
3393,2,1000.0,60.0,Maharashtra
3394,2,1159.913393,75.0,karnataka
3395,2,1527.183873,100.0,karnataka
3396,4,2353.336695,140.0,karnataka
3397,3,1512.096774,90.0,Maharashtra
3398,2,1313.206149,70.9,karnataka
3399,2,1060.007186,59.0,karnataka
3400,2,1090.08327,72.0,karnataka
3401,3,1459.143969,90.0,karnataka
3402,1,616.5273909,33.2,karnataka
3403,2,1111.111111,60.0,West Bengal
3404,3,1993.55927,130.0,karnataka
3405,2,1302.739726,95.1,karnataka
3406,1,400.0,24.0,Maharashtra
3407,3,1435.750179,100.0,Tamil Nadu
3408,2,824.8730964,39.0,Tamil Nadu
3409,2,1100.057394,57.5,karnataka
3410,2,1099.943106,58.0,karnataka
3411,1,539.0463027000001,39.0,Tamil Nadu
3412,3,1645.639057,120.0,Maharashtra
3413,1,690.0878294,44.0,Maharashtra
3414,1,770.0,38.5,Maharashtra
3415,3,1451.131029,68.0,karnataka
3416,2,1280.956447,90.0,karnataka
3417,1,718.6454026,36.5,Maharashtra
3418,3,1812.631177,95.0,karnataka
3419,2,1070.135002,65.0,karnataka
3420,2,1059.025074,68.0,Maharashtra
3421,3,1891.734575,130.0,karnataka
3422,3,1635.127687,89.0,karnataka
3423,3,1523.780206,99.0,Maharashtra
3424,3,1510.269835,75.0,West Bengal
3425,3,1500.0,69.0,Tamil Nadu
3426,3,1400.147384,95.0,karnataka
3427,3,1664.1242550000002,120.0,karnataka
3428,1,616.8703193,31.3,karnataka
3429,3,1475.182228,85.0,West Bengal
3430,2,1080.069124,75.0,Maharashtra
3431,3,1652.619402,100.0,karnataka
3432,2,950.0542888,52.5,karnataka
3433,2,855.0256508,45.0,Tamil Nadu
3434,5,2364.926323,130.0,West Bengal
3435,3,1400.258509,65.0,Tamil Nadu
3436,2,1108.9813800000002,81.0,karnataka
3437,2,920.0690052,48.0,karnataka
3438,3,1783.687368,110.0,karnataka
3439,2,872.0296490000001,40.0,karnataka
3440,1,680.0151114,36.0,Maharashtra
3441,2,850.0659534,58.0,Maharashtra
3442,2,1360.129923,67.0,karnataka
3443,2,741.0021171,42.0,West Bengal
3444,2,1099.627945,53.2,Maharashtra
3445,3,1625.025391,80.0,karnataka
3446,1,574.9486653,28.0,Maharashtra
3447,2,1133.086115,55.0,karnataka
3448,3,1337.593184,62.8,West Bengal
3449,2,1160.092807,75.0,karnataka
3450,2,875.0994431,55.0,West Bengal
3451,4,1670.186216,87.0,West Bengal
3452,4,5575.344587,360.0,karnataka
3453,2,970.0722394,47.0,Tamil Nadu
3454,3,1468.189233,90.0,karnataka
3455,3,1749.734889,99.0,karnataka
3456,2,1206.030151,84.0,karnataka
3457,2,1245.210728,65.0,Tamil Nadu
3458,2,1294.219154,75.0,karnataka
3459,3,1395.197923,86.0,karnataka
3460,2,1038.834951,53.5,karnataka
3461,3,1523.925632,100.0,Maharashtra
3462,2,1020.106446,69.0,Maharashtra
3463,2,1130.12086,72.0,Maharashtra
3464,3,1400.1680199999998,100.0,Maharashtra
3465,2,1048.88402,76.6,Maharashtra
3466,2,1255.172414,91.0,Maharashtra
3467,3,2462.121212,130.0,karnataka
3468,3,1774.479755,110.0,karnataka
3469,3,1355.9903880000002,79.0,Tamil Nadu
3470,2,1020.092736,66.0,Maharashtra
3471,2,718.0960197,35.0,Tamil Nadu
3472,3,1778.041191,120.0,karnataka
3473,2,1100.0445960000002,74.0,Maharashtra
3474,2,790.0280899,45.0,karnataka
3475,1,656.0580681,47.0,Maharashtra
3476,1,543.056633,28.0,Maharashtra
3477,2,882.038489,49.5,karnataka
3478,3,1502.0,75.1,West Bengal
3479,2,1009.174312,55.0,karnataka
3480,3,1365.08418,90.0,Tamil Nadu
3481,2,1100.110011,70.0,Maharashtra
3482,2,1148.105626,70.0,karnataka
3483,2,1146.411483,59.9,karnataka
3484,2,975.1960992,46.0,Maharashtra
3485,3,1210.136674,85.0,karnataka
3486,3,1084.030557,59.6,Tamil Nadu
3487,2,1041.816871,57.8,karnataka
3488,2,1101.159888,75.0,Maharashtra
3489,2,836.9981558,59.0,Maharashtra
3490,3,1500.0,90.0,karnataka
3491,3,3500.228276,230.0,karnataka
3492,3,1571.179178,99.0,karnataka
3493,2,910.1069775,57.0,Maharashtra
3494,2,1101.101101,66.0,Tamil Nadu
3495,2,773.0881737999999,37.0,West Bengal
3496,3,2107.9258010000003,150.0,karnataka
3497,3,1250.0,62.0,West Bengal
3498,2,844.6951888,53.9,Maharashtra
3499,2,1286.173633,84.0,Tamil Nadu
3500,2,904.9773756,50.0,karnataka
3501,3,1660.210293,90.0,karnataka
3502,2,1190.0,59.5,karnataka
3503,3,1844.090528,110.0,karnataka
3504,2,849.0766292000002,40.0,Maharashtra
3505,2,1342.175904,85.0,karnataka
3506,2,1146.072098,55.0,Maharashtra
3507,2,1098.538425,69.9,Tamil Nadu
3508,1,604.0361865,43.4,Maharashtra
3509,1,676.3636364,37.2,karnataka
3510,1,644.9803702,34.5,Maharashtra
3511,2,884.1036414999999,50.5,Maharashtra
3512,3,1594.202899,110.0,karnataka
3513,2,1222.120379,80.0,karnataka
3514,3,1601.195559,75.0,karnataka
3515,3,1562.2128289999998,85.0,karnataka
3516,1,725.0880463999999,35.0,Maharashtra
3517,2,900.0,63.0,Tamil Nadu
3518,3,1981.178801,120.0,karnataka
3519,2,993.75,47.7,Maharashtra
3520,3,1953.506544,100.0,West Bengal
3521,2,1106.074343,61.0,karnataka
3522,2,638.076866,43.0,Maharashtra
3523,3,1300.148588,70.0,Maharashtra
3524,3,1342.182891,91.0,karnataka
3525,3,1153.039832,55.0,karnataka
3526,3,1100.125331,79.0,karnataka
3527,3,1260.239445,60.0,West Bengal
3528,2,857.1428571,45.0,Maharashtra
3529,3,1782.8200969999998,110.0,karnataka
3530,3,1571.16451,85.0,karnataka
3531,3,1480.111008,80.0,karnataka
3532,1,685.0272613,49.0,Maharashtra
3533,3,1648.160999,95.0,karnataka
3534,2,898.8764045,60.0,West Bengal
3535,2,1100.0,55.0,karnataka
3536,1,500.0,31.0,Tamil Nadu
3537,2,849.0566037999998,45.0,West Bengal
3538,2,970.0618833,58.0,Maharashtra
3539,2,1147.540984,74.2,karnataka
3540,2,712.1057986000001,35.0,West Bengal
3541,3,1440.144014,80.0,karnataka
3542,1,520.0208008000001,30.0,Maharashtra
3543,3,2100.210021,140.0,Maharashtra
3544,3,1790.243175,120.0,karnataka
3545,3,1480.191554,68.0,West Bengal
3546,3,1226.004194,76.0,West Bengal
3547,3,1509.892398,87.0,karnataka
3548,3,1200.154859,62.0,karnataka
3549,4,2035.179532,140.0,Maharashtra
3550,3,1420.929455,85.0,West Bengal
3551,3,1150.146382,55.0,karnataka
3552,2,950.0503815,66.0,Maharashtra
3553,2,1034.328358,69.3,karnataka
3554,3,1430.184419,76.0,West Bengal
3555,3,1500.150015,100.0,West Bengal
3556,3,3125.465099,210.0,Maharashtra
3557,1,644.0677966,38.0,karnataka
3558,3,1202.207331,61.0,West Bengal
3559,3,1434.017063,79.0,karnataka
3560,3,1291.155584,80.0,Tamil Nadu
3561,3,1623.137081,110.0,karnataka
3562,3,1506.642926,110.0,karnataka
3563,2,1243.232404,62.0,Tamil Nadu
3564,2,1190.082645,72.0,karnataka
3565,2,1067.887109,70.0,karnataka
3566,3,1435.204728,68.0,karnataka
3567,2,1100.0,66.0,karnataka
3568,3,1400.037334,75.0,karnataka
3569,3,1584.933806,85.0,karnataka
3570,2,950.1689189,45.0,West Bengal
3571,3,1814.058957,120.0,karnataka
3572,2,1195.151101,70.0,karnataka
3573,3,1450.209475,90.0,Maharashtra
3574,3,1490.066225,90.0,karnataka
3575,3,1400.037334,75.0,West Bengal
3576,3,1330.023054,75.0,karnataka
3577,2,846.3165992999999,44.0,Tamil Nadu
3578,3,1779.846659,130.0,West Bengal
3579,3,1344.967014,63.2,Tamil Nadu
3580,3,1784.917448,120.0,karnataka
3581,2,992.094249,64.0,karnataka
3582,2,1278.887924,73.6,karnataka
3583,2,1102.11426,73.5,karnataka
3584,3,1666.319517,80.0,karnataka
3585,2,1157.050293,75.0,karnataka
3586,2,883.1521739,45.5,Tamil Nadu
3587,3,1424.907838,88.9,Maharashtra
3588,2,960.1024109,45.0,karnataka
3589,2,1100.016923,65.0,Maharashtra
3590,3,1359.663866,80.9,Tamil Nadu
3591,3,1210.0586119999998,64.0,karnataka
3592,3,1817.080557,120.0,karnataka
3593,2,836.8580059999999,55.4,Maharashtra
3594,3,1150.146382,55.0,karnataka
3595,2,1242.138365,79.0,karnataka
3596,2,1155.1448369999998,65.0,karnataka
3597,2,1038.7357869999998,53.9,Tamil Nadu
3598,1,506.0088552,32.0,Maharashtra
3599,1,678.2608696000001,31.2,Tamil Nadu
3600,3,1000.0,47.0,West Bengal
3601,2,1106.074343,61.0,karnataka
3602,2,767.3076923,39.9,Tamil Nadu
3603,2,1362.9431949999998,71.5,karnataka
3604,3,1708.914839,120.0,karnataka
3605,3,3200.0,160.0,karnataka
3606,4,1918.158568,120.0,West Bengal
3607,2,650.0847937000001,46.0,West Bengal
3608,2,1036.096257,62.0,karnataka
3609,2,1313.061507,95.0,Maharashtra
3610,2,1250.0,60.0,karnataka
3611,2,1170.194459,68.0,Tamil Nadu
3612,2,1030.15546,55.0,Maharashtra
3613,2,1200.0,81.0,Maharashtra
3614,3,1459.854015,80.0,karnataka
3615,3,1200.14771,65.0,Tamil Nadu
3616,2,678.0171763999999,45.0,Tamil Nadu
3617,3,1264.880952,85.0,karnataka
3618,2,949.8480243,50.0,karnataka
3619,2,1160.019069,73.0,karnataka
3620,2,1079.310345,62.6,karnataka
3621,2,1138.147567,58.0,Maharashtra
3622,1,630.0438907,44.5,karnataka
3623,2,963.1728045,51.0,Maharashtra
3624,2,1224.860124,81.0,karnataka
3625,2,929.0226682,50.0,karnataka
3626,2,1225.086853,67.0,Maharashtra
3627,2,1200.120012,80.0,karnataka
3628,3,1447.963801,80.0,karnataka
3629,3,1525.010167,75.0,karnataka
3630,2,1174.934726,58.5,Maharashtra
3631,2,1165.892099,57.7,karnataka
3632,2,1173.156587,70.8,karnataka
3633,3,1350.007105,95.0,karnataka
3634,2,900.090009,50.0,karnataka
3635,3,1615.034503,110.0,karnataka
3636,2,1155.115512,84.0,karnataka
3637,3,1911.483605,130.0,Maharashtra
3638,3,1296.023564,88.0,Tamil Nadu
3639,2,1272.015656,65.0,karnataka
3640,3,1500.182949,82.0,karnataka
3641,2,1125.204583,55.0,karnataka
3642,3,1670.269208,85.0,Maharashtra
3643,2,824.5614035,47.0,Tamil Nadu
3644,3,1731.601732,120.0,karnataka
3645,3,1275.045537,70.0,karnataka
3646,2,1105.083384,55.0,karnataka
3647,2,1180.040459,70.0,karnataka
3648,2,1090.1162789999998,60.0,Maharashtra
3649,2,1166.180758,60.0,karnataka
3650,2,957.008245,65.0,karnataka
3651,3,1450.21645,67.0,West Bengal
3652,2,1043.478261,48.0,karnataka
3653,3,1700.0,85.0,karnataka
3654,1,615.0061501,40.0,Maharashtra
3655,2,1215.092731,57.0,karnataka
3656,2,1014.816318,50.0,Maharashtra
3657,3,2500.0,120.0,karnataka
3658,3,2000.0,95.0,karnataka
3659,2,820.9080248,49.0,Tamil Nadu
3660,2,1200.076805,62.5,Maharashtra
3661,2,949.9307342,48.0,karnataka
3662,2,978.2608696,45.0,karnataka
3663,3,1080.093054,65.0,Tamil Nadu
3664,2,1200.082764,58.0,karnataka
3665,3,1400.124456,90.0,West Bengal
3666,1,385.0473287,24.0,Maharashtra
3667,3,1555.209953,80.0,karnataka
3668,2,1007.204823,68.5,Maharashtra
3669,3,1611.7216119999998,110.0,Maharashtra
3670,3,1499.18633,73.7,West Bengal
3671,1,600.0738552,32.5,Maharashtra
3672,2,1112.126752,73.0,karnataka
3673,3,1874.819729,130.0,West Bengal
3674,2,1230.0123,70.0,karnataka
3675,2,1000.0,55.0,karnataka
3676,1,718.8653585,37.0,karnataka
3677,1,579.0772736,30.5,Tamil Nadu
3678,2,1104.041916,59.0,karnataka
3679,3,1275.045537,70.0,karnataka
3680,2,1020.042949,57.0,karnataka
3681,2,667.9190147999999,32.0,Tamil Nadu
3682,3,1500.214316,70.0,karnataka
3683,3,1694.915254,110.0,karnataka
3684,2,1180.124224,57.0,karnataka
3685,3,1444.043321,100.0,Maharashtra
3686,3,1460.12046,80.0,karnataka
3687,2,916.1237785,45.0,karnataka
3688,3,1500.150015,100.0,Maharashtra
3689,2,1095.181203,55.0,karnataka
3690,2,1062.910474,61.5,Maharashtra
3691,2,1313.206149,70.9,karnataka
3692,2,1216.037597,82.8,karnataka
3693,2,1373.880827,89.0,karnataka
3694,2,800.0,40.0,West Bengal
3695,3,1666.042681,89.0,karnataka
3696,2,1179.245283,55.0,karnataka
3697,2,1138.495093,52.2,karnataka
3698,3,1040.9437890000002,60.0,West Bengal
3699,3,1082.055906,60.0,Tamil Nadu
3700,3,1373.815084,100.0,Maharashtra
3701,3,1535.390757,100.0,Maharashtra
3702,2,1135.159679,75.0,Maharashtra
3703,3,2000.0,140.0,karnataka
3704,2,1100.173712,57.0,karnataka
3705,3,1456.157012,92.0,karnataka
3706,3,1258.162128,79.0,Tamil Nadu
3707,2,1300.091771,85.0,karnataka
3708,2,1214.936573,68.0,karnataka
3709,2,720.9077072000001,52.1,Maharashtra
3710,2,1104.347826,50.8,West Bengal
3711,1,651.5151515,43.0,karnataka
3712,2,1181.047659,85.0,karnataka
3713,3,1162.166994,65.0,karnataka
3714,3,950.0285009,50.0,West Bengal
3715,1,548.0905232999999,31.0,Tamil Nadu
3716,2,1395.139514,93.0,karnataka
3717,3,1970.021413,92.0,West Bengal
3718,3,1664.145234,110.0,karnataka
3719,2,1149.831948,65.0,West Bengal
3720,4,4355.155943,310.0,Maharashtra
3721,2,810.0810081000001,45.0,Maharashtra
3722,2,1100.146199,60.2,Maharashtra
3723,1,444.0855874,22.0,Tamil Nadu
3724,2,511.9953188999999,35.0,West Bengal
3725,3,1230.0123,90.0,Maharashtra
3726,3,1608.687975,91.1,karnataka
3727,3,1555.869873,110.0,karnataka
3728,3,1517.2413789999998,110.0,Maharashtra
3729,1,680.0077715,35.0,Maharashtra
3730,2,1069.887834,62.0,Maharashtra
3731,3,2363.636364,130.0,karnataka
3732,2,890.0316456,45.0,karnataka
3733,3,1562.202324,82.0,karnataka
3734,2,1150.909091,63.3,karnataka
3735,3,1500.0789519999998,95.0,karnataka
3736,2,1411.859621,70.0,Tamil Nadu
3737,1,665.0750341,39.0,Maharashtra
3738,2,1123.404255,52.8,karnataka
3739,2,743.9972946,44.0,Maharashtra
3740,2,1020.10201,68.0,Maharashtra
3741,1,645.0645065,43.0,Maharashtra
3742,3,1317.829457,68.0,karnataka
3743,2,878.3255086000001,44.9,karnataka
3744,2,999.3661525,47.3,Tamil Nadu
3745,2,974.025974,66.0,Tamil Nadu
3746,2,700.0321853999999,43.5,karnataka
3747,3,1250.0,86.0,West Bengal
3748,3,1270.772239,65.0,Tamil Nadu
3749,3,1459.854015,78.0,karnataka
3750,3,2121.504339,110.0,karnataka
3751,2,1040.014102,59.0,Maharashtra
3752,3,1555.159566,96.0,karnataka
3753,3,1515.151515,93.0,karnataka
3754,2,995.0248756,60.0,West Bengal
3755,3,1710.0236489999998,94.0,karnataka
3756,2,1040.149782,50.0,Tamil Nadu
3757,2,1050.15674,67.0,karnataka
3758,2,1026.045777,52.0,Tamil Nadu
3759,1,594.0033943,31.5,Maharashtra
3760,7,3405.865658,180.0,karnataka
3761,2,1084.01084,68.0,Maharashtra
3762,4,3586.678053,210.0,Maharashtra
3763,2,1005.116959,55.0,West Bengal
3764,2,1250.0,75.0,West Bengal
3765,2,810.0017609,46.0,karnataka
3766,3,1715.41638,99.7,karnataka
3767,2,900.1465355,43.0,karnataka
3768,2,947.1076789,65.0,Maharashtra
3769,1,560.0395322,34.0,Maharashtra
3770,2,980.1095417,68.0,Maharashtra
3771,2,979.9272957,62.0,Maharashtra
3772,2,980.8942289,49.8,Maharashtra
3773,3,1560.0,78.0,karnataka
3774,3,1149.831948,65.0,karnataka
3775,2,1000.0,47.0,karnataka
3776,1,680.0832755,49.0,Maharashtra
3777,2,900.0,42.3,Tamil Nadu
3778,2,982.9059829,46.0,Tamil Nadu
3779,2,870.0696055999999,45.0,karnataka
3780,2,1300.052002,75.0,karnataka
3781,2,1578.531965,100.0,Maharashtra
3782,2,1050.080775,52.0,Tamil Nadu
3783,3,1148.0,57.4,Tamil Nadu
3784,1,400.0,24.0,Maharashtra
3785,3,1413.028119,100.0,karnataka
3786,2,1099.925429,59.0,karnataka
3787,2,1100.029334,75.0,Tamil Nadu
3788,3,1450.0,87.0,Tamil Nadu
